saved_at,period,category,region,predicted_demand,actual_demand,variance,responsible_agent,risk_level,late_delivery_rate,reason,root_cause
2026-09-17T01:58:51.490044+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T01:58:51.490044+00:00,2017-10,Cardio Equipment,Western Europe,677,663,-14 (-2.1%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -14 units — Cardio Equipment · Western Europe
2026-09-17T01:58:51.490044+00:00,2017-10,Shop By Sport,Western Europe,590,606,+16 (2.7%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +16 units — Shop By Sport · Western Europe
2026-09-17T01:58:51.490044+00:00,2017-10,Women's Apparel,Northern Europe,469,474,+5 (1.1%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +5 units — Women's Apparel · Northern Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Cleats,Western Europe,1337,1294,-43 (-3.2%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -43 units — Cleats · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Women's Apparel,Western Europe,1051,1094,+43 (4.1%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +43 units — Women's Apparel · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Fishing,Western Europe,319,320,+1 (0.3%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +1 units — Fishing · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Indoor/Outdoor Games,Western Europe,957,873,-84 (-8.8%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -84 units — Indoor/Outdoor Games · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Water Sports,Western Europe,303,304,+1 (0.3%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +1 units — Water Sports · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Cardio Equipment,Western Europe,677,663,-14 (-2.1%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -14 units — Cardio Equipment · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Shop By Sport,Western Europe,590,606,+16 (2.7%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +16 units — Shop By Sport · Western Europe
2026-09-17T01:59:56.872607+00:00,2017-10,Women's Apparel,Northern Europe,469,474,+5 (1.1%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +5 units — Women's Apparel · Northern Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Cleats,Western Europe,1337,1294,-43 (-3.2%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -43 units — Cleats · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Women's Apparel,Western Europe,1051,1094,+43 (4.1%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +43 units — Women's Apparel · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Fishing,Western Europe,319,320,+1 (0.3%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +1 units — Fishing · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Indoor/Outdoor Games,Western Europe,957,873,-84 (-8.8%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -84 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Water Sports,Western Europe,303,304,+1 (0.3%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +1 units — Water Sports · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Cardio Equipment,Western Europe,677,663,-14 (-2.1%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -14 units — Cardio Equipment · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Shop By Sport,Western Europe,590,606,+16 (2.7%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +16 units — Shop By Sport · Western Europe
2026-09-17T02:01:26.308789+00:00,2017-10,Women's Apparel,Northern Europe,469,474,+5 (1.1%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +5 units — Women's Apparel · Northern Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Cleats,Western Europe,1337,1294,-43 (-3.2%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -43 units — Cleats · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Women's Apparel,Western Europe,1051,1094,+43 (4.1%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +43 units — Women's Apparel · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Fishing,Western Europe,319,320,+1 (0.3%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +1 units — Fishing · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Indoor/Outdoor Games,Western Europe,957,873,-84 (-8.8%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -84 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Water Sports,Western Europe,303,304,+1 (0.3%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +1 units — Water Sports · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Cardio Equipment,Western Europe,677,663,-14 (-2.1%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -14 units — Cardio Equipment · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Shop By Sport,Western Europe,590,606,+16 (2.7%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +16 units — Shop By Sport · Western Europe
2026-09-17T02:02:12.090969+00:00,2017-10,Women's Apparel,Northern Europe,469,474,+5 (1.1%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +5 units — Women's Apparel · Northern Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Cleats,Western Europe,1317,1294,-23 (-1.7%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -23 units — Cleats · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Women's Apparel,Western Europe,1044,1094,+50 (4.8%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +50 units — Women's Apparel · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Fishing,Western Europe,320,320,+0 (0.0%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +0 units — Fishing · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Indoor/Outdoor Games,Western Europe,935,873,-62 (-6.6%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -62 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Water Sports,Western Europe,304,304,+0 (0.0%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +0 units — Water Sports · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Cardio Equipment,Western Europe,669,663,-6 (-0.9%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -6 units — Cardio Equipment · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Shop By Sport,Western Europe,591,606,+15 (2.5%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +15 units — Shop By Sport · Western Europe
2026-09-17T02:06:38.785240+00:00,2017-10,Women's Apparel,Northern Europe,458,474,+16 (3.5%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +16 units — Women's Apparel · Northern Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Cleats,Western Europe,1317,1294,-23 (-1.7%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -23 units — Cleats · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Women's Apparel,Western Europe,1044,1094,+50 (4.8%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +50 units — Women's Apparel · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Fishing,Western Europe,320,320,+0 (0.0%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +0 units — Fishing · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Indoor/Outdoor Games,Western Europe,935,873,-62 (-6.6%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -62 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Water Sports,Western Europe,304,304,+0 (0.0%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +0 units — Water Sports · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Cardio Equipment,Western Europe,669,663,-6 (-0.9%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -6 units — Cardio Equipment · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Shop By Sport,Western Europe,591,606,+15 (2.5%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +15 units — Shop By Sport · Western Europe
2026-09-17T02:08:08.837079+00:00,2017-10,Women's Apparel,Northern Europe,458,474,+16 (3.5%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +16 units — Women's Apparel · Northern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Cleats,Western Europe,1317,1294,-23 (-1.7%),Supplier Agent,Medium,53.1,Late delivery rate 53.1% on Western Europe lane,Demand model vs actual gap: -23 units — Cleats · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Men's Footwear,Western Europe,383,383,+0 (0.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Women's Apparel,Western Europe,1044,1094,+50 (4.8%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Western Europe lane,Demand model vs actual gap: +50 units — Women's Apparel · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Fishing,Western Europe,320,320,+0 (0.0%),Supplier Agent,Medium,50.9,Late delivery rate 50.9% on Western Europe lane,Demand model vs actual gap: +0 units — Fishing · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Indoor/Outdoor Games,Western Europe,935,873,-62 (-6.6%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Western Europe lane,Demand model vs actual gap: -62 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Water Sports,Western Europe,304,304,+0 (0.0%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +0 units — Water Sports · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Camping & Hiking,Western Europe,250,250,+0 (0.0%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on Western Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Cardio Equipment,Western Europe,669,663,-6 (-0.9%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on Western Europe lane,Demand model vs actual gap: -6 units — Cardio Equipment · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Shop By Sport,Western Europe,591,606,+15 (2.5%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Western Europe lane,Demand model vs actual gap: +15 units — Shop By Sport · Western Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Women's Apparel,Northern Europe,458,474,+16 (3.5%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: +16 units — Women's Apparel · Northern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Men's Footwear,Northern Europe,155,155,+0 (0.0%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Northern Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Northern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Cleats,Northern Europe,436,436,+0 (0.0%),Supplier Agent,Medium,49.0,Late delivery rate 49.0% on Northern Europe lane,Demand model vs actual gap: +0 units — Cleats · Northern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Cleats,Southern Europe,406,378,-28 (-6.9%),Supplier Agent,Medium,53.3,Late delivery rate 53.3% on Southern Europe lane,Demand model vs actual gap: -28 units — Cleats · Southern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Women's Apparel,Southern Europe,396,401,+5 (1.3%),Supplier Agent,Medium,54.5,Late delivery rate 54.5% on Southern Europe lane,Demand model vs actual gap: +5 units — Women's Apparel · Southern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Indoor/Outdoor Games,Southern Europe,395,412,+17 (4.3%),Supplier Agent,Medium,48.5,Late delivery rate 48.5% on Southern Europe lane,Demand model vs actual gap: +17 units — Indoor/Outdoor Games · Southern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Fishing,Southern Europe,129,129,+0 (0.0%),Supplier Agent,Medium,54.3,Late delivery rate 54.3% on Southern Europe lane,Demand model vs actual gap: +0 units — Fishing · Southern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Men's Footwear,Southern Europe,124,124,+0 (0.0%),Logistics Agent,High,57.3,Late delivery rate 57.3% on Southern Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Southern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Fishing,Northern Europe,117,117,+0 (0.0%),Logistics Agent,High,57.3,Late delivery rate 57.3% on Northern Europe lane,Demand model vs actual gap: +0 units — Fishing · Northern Europe
2026-09-17T02:10:10.642173+00:00,2017-10,Water Sports,Northern Europe,108,108,+0 (0.0%),Logistics Agent,High,55.6,Late delivery rate 55.6% on Northern Europe lane,Demand model vs actual gap: +0 units — Water Sports · Northern Europe
